index,user_id,item_id,recommend,sentiment_analysis,anio_post
154,76561198030567998,6020,True,0,2015
155,76561198030567998,55230,True,2,2015
156,76561198030567998,32430,True,2,2014
157,76561198010674657,377160,False,2,2014
158,76561198010674657,440,True,0,2014
159,Coldaniel,35450,True,2,2015
160,Coldaniel,440,True,1,2014
161,Coldaniel,236390,True,2,2015
162,therealmorty,351570,True,2,2015
163,therealmorty,212680,True,0,2015
164,Berserklejerker,391540,True,2,2015
165,76561198061730629,550,True,1,2014
166,YoHuNz,440,True,1,2014
167,YoHuNz,570,True,1,2014
168,possessioniskey,72850,True,2,2015
169,possessioniskey,440,True,2,2015
170,possessioniskey,113400,True,2,2014
171,76561198093112529,440,True,1,2014
172,76561198060447950,200510,True,2,2015
173,whiteofwolfing,730,True,2,2015
174,sergarino,383080,True,1,2015
175,76561198081962345,200210,True,1,2015
176,76561198081962345,1250,True,1,2014
178,76561198073210139,304050,True,1,2014
179,Nozomikat,265610,True,2,2015
180,Nozomikat,264200,True,1,2014
181,Nozomikat,417860,True,1,2015
182,Nozomikat,333600,True,2,2015
183,Nozomikat,213670,True,2,2014
184,Nozomikat,91310,True,2,2013
185,Nozomikat,437220,False,0,2013
186,Nozomikat,210770,True,2,2013
187,xfluttersx,351640,True,2,2015
188,xfluttersx,202530,False,2,2015
189,xfluttersx,105600,True,2,2012
190,xfluttersx,440,True,2,2014
191,xfluttersx,47870,True,2,2013
192,xfluttersx,383080,True,2,2015
193,xfluttersx,410,True,2,2012
194,76561198056290589,730,True,2,2014
195,ii_voltage_ii,253710,False,2,2014
196,ii_voltage_ii,339280,True,2,2015
197,ii_voltage_ii,271290,True,2,2014
198,ii_voltage_ii,203290,True,2,2013
199,76561198097762318,440,True,2,2015
200,76561198097762318,233150,True,1,2014
201,Hirukaz,550,True,1,2013
202,StelerForYou,730,True,2,2015
203,StelerForYou,211820,True,2,2013
204,76561198183396245,440,True,2,2015
205,Xx-Woods,346330,False,1,2015
206,Xx-Woods,224260,True,2,2015
207,Xx-Woods,317360,True,1,2014
208,Xx-Woods,295550,True,1,2014
209,Xx-Woods,250180,True,1,2014
210,Xx-Woods,227940,True,1,2014
211,Xx-Woods,17520,True,1,2014
212,Xx-Woods,113420,True,1,2014
213,kevinator23,320760,True,0,2015
214,kevinator23,8850,True,2,2015
215,kevinator23,233720,True,2,2014
216,kevinator23,218620,True,2,2015
217,kevinator23,730,True,2,2015
218,kevinator23,219740,True,2,2015
219,kevinator23,220240,True,2,2014
220,kevinator23,440,True,2,2012
221,76561198090715178,4000,True,2,2014
222,76561198090715178,304930,True,2,2014
223,CatsWhale,333950,True,2,2015
224,CatsWhale,388520,True,2,2015
225,CatsWhale,107410,True,2,2014
226,CatsWhale,206210,True,1,2014
227,76561198073784601,221100,True,2,2015
228,76561198073784601,299740,False,0,2015
229,mimimomoma,730,True,1,2015
230,76561198102410011,440,True,1,2015
231,de_Butl3r,209870,True,2,2014
232,76561198027947401,322170,True,2,2014
233,76561198027947401,304050,True,2,2014
234,Bluezap1,440,True,1,2015
235,Bluezap1,730,True,1,2015
236,Bluezap1,362890,True,2,2015
237,Bluezap1,413850,True,1,2015
238,76561198074200011,730,True,2,2015
239,jonasdbomb,346110,True,2,2015
240,L1J1N,570,True,2,2014
241,Lord_Exploit,311560,True,2,2015
242,Lord_Exploit,322170,True,2,2015
243,AVATAR715,48240,False,1,2014
244,AVATAR715,440,True,2,2015
245,AVATAR715,248570,True,1,2014
246,AVATAR715,264140,True,2,2014
247,AVATAR715,4000,True,2,2014
248,AVATAR715,266430,True,2,2015
249,AVATAR715,316010,True,2,2015
250,AVATAR715,249570,True,2,2014
251,YieuwMage,730,True,2,2014
252,76561198078752187,240,True,1,2014
253,A-Very-Sly-Person,304930,True,1,2015
254,A-Very-Sly-Person,440,True,2,2014
255,76561198211054671,730,True,1,2014
256,76561198211054671,333930,True,0,2014
257,76561197994493402,365590,True,2,2014
258,76561197994493402,264200,True,2,2015
259,76561197994493402,440,True,2,2014
260,Koolcaz12,298050,False,2,2014
261,76561198065656175,383080,True,2,2015
262,76561198188979775,440,True,2,2015
263,97396295,301520,True,2,2014
264,97396295,243870,True,2,2014
265,97396295,218230,False,0,2014
266,97396295,291550,False,0,2014
267,76561198126640317,251570,True,2,2015
268,76561198126640317,221100,True,2,2015
269,76561198126640317,316010,True,2,2015
270,76561198126640317,218230,True,0,2015
271,76561198126640317,333930,True,2,2015
272,76561198126640317,222880,True,2,2015
273,76561198126640317,730,True,2,2015
274,DemonicWolvz,55230,True,2,2015
275,DemonicWolvz,232090,True,2,2015
276,DemonicWolvz,4000,True,1,2015
277,DemonicWolvz,206420,True,1,2014
278,DemonicWolvz,224260,True,2,2014
279,DemonicWolvz,550,True,2,2013
280,DieMadchenschanderin,346110,True,2,2015
281,DieMadchenschanderin,380770,False,1,2015
282,DieMadchenschanderin,454890,True,1,2015
283,DieMadchenschanderin,227680,False,2,2013
284,GGargula,570,False,1,2013
285,GGargula,233250,True,1,2015
286,Myther43,273350,True,2,2015
287,getf0kinn0sc0pedm9,730,True,0,2015
288,getf0kinn0sc0pedm9,440,False,0,2015
289,76561198141443390,730,True,2,2015
290,76561198097333029,570,True,1,2015
291,whodafuqisthisguilao,730,True,2,2015
292,Magjiikal,370480,True,2,2015
293,Magjiikal,313740,True,2,2015
294,ohnospaghet,1840,True,1,2014
295,ohnospaghet,440,True,0,2014
296,ohnospaghet,266210,True,2,2015
297,ohnospaghet,369200,True,1,2015
298,ohnospaghet,252490,False,0,2015
299,ohnospaghet,264200,True,2,2015
300,76561198050347115,292030,True,0,2015
301,2768820078,287700,True,1,2015
302,2768820078,730,False,1,2015
303,2768820078,310950,True,1,2015
304,2768820078,377160,True,1,2015
305,2768820078,221380,True,1,2015
306,2768820078,333950,True,1,2015
307,2768820078,222420,False,1,2015
308,2768820078,271590,True,1,2015
309,2768820078,298110,True,1,2015
310,2768820078,222440,True,1,2015
311,76561198056392326,259530,True,1,2015
312,76561198056392326,219640,False,1,2015
313,76561198056392326,269210,False,1,2015
314,2d4nk4m3,317470,False,2,2014
315,2d4nk4m3,47410,True,1,2014
316,76561198078478151,730,True,1,2014
317,exiaez,365450,True,1,2014
318,76561198095921854,245620,True,1,2015
319,EizanAratoFujimaki,70,True,1,2015
320,EizanAratoFujimaki,359550,False,0,2015
321,TeCool,274980,True,2,2014
322,TeCool,202090,True,2,2014
323,TeCool,339280,True,2,2015
324,TeCool,314130,False,0,2015
325,2xDelorean,570,True,2,2015
326,2xDelorean,212680,True,2,2013
327,2xDelorean,200210,True,2,2013
328,2xDelorean,440,True,2,2011
329,washington_,440,False,2,2011
330,washington_,4000,True,2,2011
331,washington_,211820,True,1,2011
332,washington_,10180,True,1,2011
333,washington_,252490,True,1,2011
334,washington_,417860,True,0,2015
335,jewxxl,251970,True,1,2015
336,76561198088944293,359550,True,0,2015
337,76561198088944293,107410,True,2,2015
338,76561198088944293,218230,False,1,2015
339,76561198088944293,437701,False,1,2015
340,76561198088944293,304930,True,1,2014
341,76561198092540221,400,True,2,2015
342,76561198092540221,620,True,2,2015
343,76561198092540221,238460,True,2,2015
344,76561198092540221,6060,True,2,2015
345,76561198092540221,440,True,2,2014
346,76561198051258119,730,True,2,2015
347,nubquake123,265610,True,2,2014
348,Pyromanic,31280,True,1,2013
349,Pyromanic,4000,True,2,2013
350,Pyromanic,240,True,2,2013
351,76561198109656922,440,True,2,2013
352,CobRazor,252490,True,1,2015
353,relesprit,8930,True,2,2013
354,WitchHunter4542,304930,True,2,2014
355,WitchHunter4542,237310,True,1,2015
356,WitchHunter4542,224260,True,1,2014
357,pwrt,230410,True,2,2015
358,pwrt,440,True,2,2014
359,wantmahbody,440,True,2,2014
360,76561198115868847,219640,False,0,2014
361,benedictcuminherbatch,570,True,1,2014
362,76561198031207016,8930,True,2,2014
363,76561198043458582,105600,True,2,2015
364,76561198043458582,221100,True,2,2015
365,76561198043458582,107410,True,2,2015
366,76561198043458582,231430,True,2,2014
367,smashiroshh,218620,True,2,2014
368,shark854,225540,True,2,2014
369,killbunny38,570,True,2,2015
370,killbunny38,333930,False,1,2015
371,76561198047630659,230410,False,2,2015
372,1337lolroflmao,271590,True,2,2015
373,1337lolroflmao,218620,True,0,2014
374,1337lolroflmao,219740,True,0,2013
375,1337lolroflmao,7940,True,2,2013
376,1337lolroflmao,234190,True,2,2014
377,1337lolroflmao,10180,True,2,2013
378,1337lolroflmao,33900,True,2,2013
379,1337lolroflmao,261030,True,2,2015
380,1337lolroflmao,243470,True,0,2014
381,sithjjf,302830,False,0,2015
382,76561198060039459,570,False,0,2014
383,OzfurAtlas,218620,False,1,2014
384,OzfurAtlas,4700,True,1,2014
385,OzfurAtlas,212680,True,0,2013
386,76561198065593074,304930,False,0,2015
387,76561198065593074,730,False,0,2015
388,76561198065593074,304050,True,2,2015
389,76561198065593074,203750,True,2,2014
390,76561198044169764,227940,False,2,2015
391,76561198044169764,355180,False,0,2015
392,76561198044169764,730,True,0,2015
393,76561198044169764,4000,True,1,2015
394,euzi,236390,True,2,2014
395,76561198074935997,221100,False,0,2014
396,76561198074935997,365590,False,1,2014
397,76561198074935997,299740,True,2,2014
398,76561198074935997,346110,False,2,2014
399,76561198074935997,275850,False,2,2014
400,76561198074935997,400800,False,0,2014
401,76561198074935997,252490,False,2,2014
402,76561198074935997,437220,False,2,2014
403,76561197961778802,730,True,2,2014
404,lucasrash,440,True,1,2014
405,76561198016602703,301520,False,0,2014
406,76561198016602703,433340,True,2,2014
407,thisissohardtomakeoneup,440,True,1,2014
408,76561198087010391,4000,True,2,2015
409,66666669999999,302830,False,1,2015
410,76561198061174192,220200,True,2,2014
411,76561198061174192,242760,True,0,2014
412,ReMiXOfficalSteam,352460,True,2,2015
413,Wilfire77,322920,True,2,2015
414,76561198084390807,234792,True,1,2015
415,76561198084390807,252490,True,2,2014
416,Mastic,304050,False,0,2015
417,Mastic,297130,True,2,2015
418,Mastic,397570,True,0,2015
419,Mastic,550,True,2,2014
420,Mastic,206420,True,2,2014
421,Mastic,278360,False,2,2014
422,76561198028286104,10180,True,2,2013
423,tarjla,242760,True,2,2013
424,tarjla,304930,True,2,2014
425,tarjla,441790,True,2,2014
426,tarjla,265750,True,2,2015
427,tarjla,252490,True,2,2014
428,tarjla,4000,True,2,2013
429,tarjla,211820,True,2,2013
430,tarjla,105600,True,2,2013
431,tarjla,251570,True,2,2013
432,tarjla,730,True,2,2014
433,deathnz1,233110,False,1,2014
434,deathnz1,322910,False,2,2014
435,deathnz1,276340,True,2,2014
436,readingthis4noobs,227940,True,2,2014
437,76561198104393251,304930,True,2,2015
438,76561198075322986,730,True,1,2015
439,redsncrimson,448530,True,2,2015
440,redsncrimson,304410,True,2,2015
441,redsncrimson,620,True,2,2015
442,redsncrimson,274920,True,1,2014
443,redsncrimson,211820,True,2,2013
444,redsncrimson,219890,True,2,2013
445,redsncrimson,49520,True,2,2013
446,redsncrimson,223510,True,2,2013
447,redsncrimson,440,True,2,2012
448,76561198151910904,252950,True,2,2012
449,H1DD3NT3RR0R,240,True,2,2014
450,H1DD3NT3RR0R,105600,True,2,2014
451,H1DD3NT3RR0R,204300,True,2,2013
452,H1DD3NT3RR0R,730,True,0,2014
453,H1DD3NT3RR0R,440,False,0,2015
454,H1DD3NT3RR0R,570,True,0,2014
455,76561198071214618,268750,True,2,2015
456,76561198115115631,570,True,2,2015
457,76561198071175142,570,True,1,2015
458,76561198071175142,271590,True,2,2015
459,t8s,360870,True,2,2015
460,t8s,730,True,2,2015
461,pikawuu2,230410,True,1,2015
462,pikawuu2,12900,True,2,2013
463,Sammeh00,301520,True,2,2014
464,Michaelele,6060,True,2,2014
465,Michaelele,730,True,2,2014
466,Michaelele,107410,True,2,2014
467,Michaelele,304930,True,2,2014
468,76561198045754869,335670,True,1,2015
469,76561198076098774,215080,True,2,2015
470,76561198103253374,570,True,1,2014
471,76561198048417105,271590,True,2,2015
472,76561198048417105,730,True,2,2015
473,76561198048417105,244160,True,2,2015
474,76561198048417105,270880,True,2,2015
475,76561198090842891,8190,True,2,2015
476,76561198055767971,247730,False,0,2015
477,76561197998052647,233630,True,1,2014
478,adohya343,303390,False,1,2014
479,76561198145436942,221100,True,2,2014
480,jjas01,208812,False,1,2014
481,jjas01,218620,False,2,2015
482,jjas01,243120,True,2,2013
483,jjas01,234140,True,1,2015
484,jjas01,204450,True,2,2014
485,jjas01,225260,True,2,2014
486,jjas01,50300,True,2,2013
487,jjas01,201810,True,2,2014
488,jjas01,212630,False,0,2014
489,jjas01,427820,False,0,2014
490,3xotic26,500,True,2,2014
491,3xotic26,440,True,2,2014
492,3xotic26,49520,True,2,2014
493,3xotic26,550,True,2,2013
494,iamthetrashlord,206420,True,2,2015
495,iamthetrashlord,213670,True,2,2014
496,3dster,550,True,2,2015
497,76561198079990063,231040,True,2,2014
498,Forty-Nine,221100,True,0,2014
499,Forty-Nine,376300,False,2,2014
500,76561198051017916,351040,True,1,2015
501,76561198051017916,250600,True,1,2014
502,L4M1NAS,227940,True,2,2014
503,L4M1NAS,437220,True,2,2014
504,L4M1NAS,221100,True,2,2015
505,76561198096766604,301520,False,2,2015
506,76561197995322437,264710,True,2,2015
507,imsojipper,218620,True,2,2014
508,76561198084542731,206420,True,1,2015
509,76561198084542731,47790,True,2,2014
510,76561198103671881,570,True,2,2015
511,mrpfresh,236110,True,0,2015
512,mrpfresh,346110,True,1,2015
513,mrpfresh,232790,True,1,2015
514,GamerFag,440,True,2,2012
515,GamerFag,70,True,0,2011
516,GamerFag,420,True,1,2011
517,GamerFag,380,True,2,2011
518,GamerFag,220,True,1,2011
519,GamerFag,1250,True,2,2010
520,EHS-R3AP3R,339230,False,1,2015
521,EHS-R3AP3R,349700,True,2,2015
522,EHS-R3AP3R,226700,True,2,2013
523,EHS-R3AP3R,209160,True,2,2013
524,chidori_647,219990,True,2,2013
525,chidori_647,213670,True,2,2014
526,chidori_647,21100,False,0,2013
527,chidori_647,8190,True,2,2013
528,chidori_647,215470,False,0,2013
529,76561198092227136,730,True,2,2014
530,76561198092227136,1250,True,1,2014
531,hellcat59,4000,True,2,2014
532,76561198007584361,401650,True,0,2015
533,tbimperator,35450,True,2,2012
534,Allahu_Akbar666,230410,True,2,2015
535,Allahu_Akbar666,304930,False,0,2014
536,ulramite,290020,True,2,2014
537,ulramite,248860,True,0,2014
538,ulramite,211820,True,1,2014
539,-GM-Dragon,226700,False,0,2014
540,-GM-Dragon,244850,True,2,2015
541,76561198054040292,298260,True,2,2015
542,76561198078799606,370240,False,0,2015
543,76561198078799606,730,True,2,2015
544,76561198078799606,233450,True,1,2014
545,I_DID_911_JUST_SAYING,214420,True,2,2014
546,I_DID_911_JUST_SAYING,365670,True,2,2014
547,I_DID_911_JUST_SAYING,440,True,2,2014
548,I_DID_911_JUST_SAYING,4000,True,2,2014
549,I_DID_911_JUST_SAYING,221260,True,2,2013
550,750805,369070,False,0,2013
551,750805,91310,False,0,2013
552,diabeticfuck,218620,True,2,2015
553,diabeticfuck,419070,True,1,2015
554,diabeticfuck,333930,False,0,2015
555,diabeticfuck,287700,True,1,2015
556,76561198054465623,302830,False,1,2015
557,76561198054465623,24240,True,2,2014
558,76561198054465623,39800,True,1,2015
559,76561198054465623,250600,True,0,2014
560,76561198054465623,105600,True,0,2015
561,76561198054465623,113020,True,2,2014
562,aaropro,440,True,2,2014
563,aaropro,221100,True,2,2014
564,abiam,238960,True,1,2014
565,FrankoWalker,310370,True,2,2015
566,FrankoWalker,260410,True,1,2014
567,FrankoWalker,236390,True,0,2014
568,LightfootSword7,221100,False,2,2015
569,LightfootSword7,383870,True,2,2015
570,SALTTHEW0UND,248820,True,1,2015
571,SALTTHEW0UND,730,True,2,2014
572,SALTTHEW0UND,550,True,2,2014
573,SALTTHEW0UND,204030,True,2,2014
574,SALTTHEW0UND,440,True,2,2013
575,SALTTHEW0UND,383080,True,2,2015
576,express157,304930,True,2,2014
577,76561198074644990,242760,True,1,2015
578,76561198074644990,207230,True,2,2015
579,76561198074644990,9180,False,0,2013
580,76561198064304806,730,True,1,2015
581,TomoeMamiewe,10150,True,1,2014
582,TomoeMamiewe,4000,True,1,2014
583,76561198057086148,214950,True,2,2015
584,Acidius99,218620,True,2,2014
585,Acidius99,292030,True,2,2014
586,Acidius99,261640,True,2,2014
587,Acidius99,220240,True,2,2014
588,Acidius99,271290,False,0,2015
589,acorn13,313740,True,2,2014
590,acorn13,34330,True,0,2012
591,acorn13,271590,True,2,2015
592,adamcookie,570,True,1,2015
593,AddzyTheBaddzy,291550,True,2,2015
594,AddzyTheBaddzy,259080,True,2,2013
595,mrfunkyjunkie,233250,True,2,2014
596,mrfunkyjunkie,256350,True,2,2014
597,mrfunkyjunkie,249380,True,2,2015
598,mradobe7,275850,False,2,2015
599,76561198167207237,337320,True,0,2015
600,76561198167207237,391540,True,1,2015
601,76561198167207237,265930,True,1,2015
602,76561198167207237,620,True,2,2015
603,cancerkek,730,True,1,2015
604,76561198073508075,10090,True,2,2014
605,76561198073508075,251570,True,0,2014
606,76561198073508075,218680,True,2,2014
607,76561198074323290,252490,False,2,2014
608,76561198074323290,251060,False,1,2014
609,76561198090899557,252490,False,1,2014
610,advenger95,22370,True,2,2015
611,advenger95,307690,True,2,2015
612,advenger95,72850,True,0,2015
613,EndAtHallow,1250,True,0,2015
614,76561198063624801,440,True,1,2014
615,aeryal,440,True,2,2014
616,76561198070263209,570,True,1,2013
617,76561198015968275,248610,True,0,2015
618,Agiegamma,208090,True,2,2014
619,76561198082614708,250340,True,2,2014
620,Agronoth,244850,True,2,2014
621,Agronoth,221640,True,2,2015
622,Agronoth,104900,True,2,2015
623,Agronoth,105600,True,2,2015
624,Agronoth,9450,False,2,2015
625,UnholyFallenAngel,262410,True,2,2014
626,UnholyFallenAngel,222940,True,2,2015
627,UnholyFallenAngel,221040,True,2,2014
628,76561198068565589,221100,True,1,2014
629,76561198068565589,286570,True,2,2015
630,76561198068565589,263440,False,1,2014
631,SlutOnTheSpit,4000,True,2,2014
632,WestyGaming,223710,True,1,2014
633,NaruseAiria,317360,True,1,2014
634,NaruseAiria,108600,True,2,2014
635,NaruseAiria,259080,True,2,2013
636,NaruseAiria,208520,True,2,2013
637,76561198067713802,239660,True,2,2015
638,76561198067713802,304930,True,2,2015
639,76561198187212131,730,True,2,2015
640,76561198044678148,495890,True,1,2015
641,76561198044678148,472680,True,2,2015
642,Alex680,4000,True,2,2014
643,alansiulun,295270,True,2,2014
644,alansiulun,265930,True,2,2015
645,Albolah,283920,True,0,2015
646,Albolah,440,True,2,2015
647,Albolah,294650,True,2,2015
648,76561198003056556,432020,False,2,2015
649,76561198003056556,233720,True,1,2014
650,maxpaynepillkiller,319630,True,2,2014
651,maxpaynepillkiller,12120,True,1,2015
652,maxpaynepillkiller,241930,True,2,2015
653,maxpaynepillkiller,428690,True,1,2015
654,maxpaynepillkiller,55230,True,2,2015
655,maxpaynepillkiller,243470,False,0,2015
656,AlexNoClutch,227860,False,1,2015
657,Alexwai04,218620,True,2,2015
658,76561198095481910,208090,True,0,2014
659,76561198164545985,730,True,2,2014
660,AlkalineDeath,228280,True,2,2015
661,AlkalineDeath,240760,True,2,2014
662,76561198075935236,226700,True,1,2015
663,76561198075935236,250900,True,2,2015
664,mintifreshbadger,35450,True,0,2015
665,AlpacaRevolution,9900,True,2,2015
666,AlpacaRevolution,212680,True,2,2014
667,AlpacaRevolution,346110,False,1,2015
668,AlphaBryn444,236370,True,2,2015
669,76561198071952798,381210,True,0,2015
670,76561198071952798,265930,False,0,2015
671,76561198071952798,218620,True,2,2015
672,76561198071952798,205100,True,2,2013
673,76561198009001563,570,True,1,2014
674,76561198016753953,271290,True,2,2014
675,76561198016753953,570,True,1,2014
676,smegmyfoodle,346010,True,2,2015
677,smegmyfoodle,239250,True,1,2015
678,76561198057869849,313120,True,2,2015
679,76561198058836921,211820,True,2,2015
680,lol_ursuchanoob,218620,True,0,2014
681,lol_ursuchanoob,12210,True,2,2014
682,lol_ursuchanoob,220240,True,0,2014
683,lol_ursuchanoob,17300,True,2,2014
684,AMV72,206440,True,2,2013
685,AMV72,209100,False,0,2012
686,AMV72,209000,True,2,2013
687,AMV72,218060,True,2,2013
688,AMV72,24240,True,1,2012
689,76561198069170979,440,True,2,2015
690,76561198085956238,224540,False,1,2015
691,76561198085956238,242860,False,0,2015
692,76561198085956238,47410,True,2,2015
693,76561198085956238,34330,False,1,2015
694,76561198132540690,730,True,2,2015
695,76561198132540690,220200,True,2,2015
696,711armageddoncarmageddon,113020,True,1,2015
697,711armageddoncarmageddon,105600,True,1,2015
698,711armageddoncarmageddon,9480,True,2,2015
699,76561198034868596,359870,True,2,2015
700,Andraison,22230,True,1,2015
701,76561198055790408,203770,True,2,2013
702,76561198069560699,550,True,2,2013
703,76561198069560699,259080,True,2,2013
704,76561198069560699,72850,True,1,2013
705,76561198069560699,8870,True,2,2014
706,76561198099625419,230410,True,1,2014
707,76561198099625419,200260,True,1,2014
708,76561198099625419,19900,True,2,2013
709,76561198099625419,241540,True,1,2013
710,76561198099625419,220,True,1,2013
711,76561198084032274,227940,False,0,2014
712,76561198084032274,236390,False,2,2014
713,Angrovar,17390,True,2,2014
714,Angrovar,359320,True,1,2015
715,AngryAinsley,317360,True,2,2015
716,AngryAinsley,253030,True,2,2015
717,AngryAinsley,295110,True,2,2015
718,AngryAinsley,264710,True,2,2015
719,uradumbtit,274310,True,0,2014
720,uradumbtit,4000,True,2,2014
721,76561198037038784,252470,True,0,2014
722,IKillNoobsFirst,730,True,2,2015
723,76561198037888300,344770,True,2,2015
724,1234865654,22380,True,1,2014
725,76561198040925596,440,True,2,2014
726,76561198084123358,9900,True,2,2015
727,Apachehavoc,107410,False,1,2014
728,ApexNZ,221640,True,2,2014
729,ApexNZ,202170,True,1,2014
730,ApexNZ,49520,True,0,2014
731,ApexNZ,245490,True,2,2014
732,ApexNZ,313120,True,2,2015
733,76561198039441595,113020,False,1,2014
734,76561198039441595,319510,False,0,2015
